,tweets_VBN
2528,Worried about Zika virus? Here are the best bug sprays for travelers: https://t.co/zrUKgXsi1a https://t.co/owrwplUUMv
2529,Worried about the Zika virus?  Protect your family with the most effective insect repellents.  https://t.co/IVTp79p72o
2530,Retweeted Web Prospector (@WebProspector1):  The Zika Virus is an illusion created to push vaccines on a certain... https://t.co/qoeQpWc6gT
2531,Headed to Central or South America? Here are some tips of what to pack to protect yourself from the Zika virus. https://t.co/4TUdCs7BFV
2532,Retweeted Tech Insider (@techinsider):  Here's how fast Zika spread through the Americas ? and what it means for... https://t.co/qqAJSagH3w
2533,Retweeted The Telegraph (@Telegraph):  Queensland residents breed their own GM mosquitoes to combat Zika virus... https://t.co/Uqgl8GpqpG
2534,Retweeted CNN Health (@cnnhealth):  How is the Zika virus spread through sex? @drsanjaygupta answers your... https://t.co/XAyVhcKU1s
2535,"Misguided: Despite #Zika Outbreak, #Catholic Leaders Say #Contraceptives ‘Not a Solution’ | TakePart https://t.co/VIqC2ZvANP"
2536,Retweeted NYT Health (@NYTHealth):  Prepping for Zika-carrying mosquitoes in the U.S.: 'It's like preparing for a... https://t.co/4dlyQ4RQSj
2537,Updated - No Zika-infected mosquitoes in Malta - man who suffered Zika now out of isolation https://t.co/aN0xsH3sJB
2538,Retweeted Daniel Chang (@dchangmiami):  Zika be damned! Nobody in Florida Keys wants 'Franken-fly' GMO mosquitoes... https://t.co/rIeFGpAkfH
2539,Retweeted World Economic Forum (@wef):  The “explosive” spread of the #Zika virus https://t.co/fkXEgOpmaO #health... https://t.co/h0sD0sqjNh
2540,"Retweeted NBC News Health (@NBCNewsHealth):  Zika Mosquito 'Sneak Attacks' Must Be Stopped, WHO Says... https://t.co/h9dXqLqCC1"
2541,Retweeted WebMD (@WebMD):  Genetically Modified Mosquitoes to Fight Zika? https://t.co/qFpDOmnD6V https://t.co/XL8DQ6MMte
2542,Retweeted Zika News (@Zika_News):  Zika Experts Divided Over Genetically Modified Mosquitos... https://t.co/Ql1FVm0QGE
2543,Retweeted The Stream (@AJStream):  How concerned are you about the spread of the #ZikaVirus? Do you feel like you... https://t.co/8y5wjVRUdi
2544,watched on #Periscope: 💥BREAKING NEWS💥 ZIKA outbreak caused by GMO MOSQUITOS / ROCKEFELLER N.W.O https://t.co/zW0E0FMaB1
2545,Worried About Zika? Here's How It Could Affect Your Travel Plans:  The Zika virus continues to spread ... https://t.co/Jx0tpjiegh #travel
2546,Worried about the #ZikaVirus? Here's what the @CDCofBC have to say about travelling for #BC residents https://t.co/5jXHBaYkHk
2547,Retweeted The Verge (@verge):  WHO declares the Zika virus spread a public health emergency... https://t.co/SWsATGokd7
2548,"Related News: Six cases of Zika virus diagnosed in California, officials say -Los Angeles Times- https://t.co/nBwLNIcgb8"
2549,LED News Feed: ZappLight Releases New LED Trap Light to Combat Zika Virus and Other Mosquito… https://t.co/aXCQvHL4Rx
2550,Retweeted TIMES NOW (@TimesNow):  World Health Organisation declares spread of Zika in the Americas an... https://t.co/pIBzr3QUqF
2551,Retweeted Aaron Heslehurst (@bbcaaron):  The #World Health Organization has declared the mosquito-borne #Zika... https://t.co/J42VBZNbdG
2552,Retweeted FRONTLINE (@frontlinepbs):  .@WHO has declared the spread of Zika virus a global emergency. See how it... https://t.co/dPFj9kXphx
2553,Surveilled NWO: Zika virus will spread throughout world the vaccines will evolve Zika into virulent super virus causing mass infertility DM
2554,Increased spraying as Zika virus mosquito detected at Sydney airport https://t.co/oSRhenwxhX via @MailOnline
2555,Retweeted #AFRICA (@hashtagafric):  Zika virus travel warnings spread to Africa and Oceania... https://t.co/0aAb9VUjbd
2556,Worried about Zika- advice from @CDCGlobal on how to avoid mosquito bites. https://t.co/VFsUEQnaT6
2557,Retweeted Citizen TV Kenya (@citizentvkenya):  African governments should remain vigilant against spread of Zika... https://t.co/Ap3biltD78
2558,Related News: How to protect yourself from Zika virus -Fox News- https://t.co/rwxWOqwYHz
2559,Caused by release of genetically modified mosquitoes? https://t.co/ivrlPfsvw2 via https://t.co/smmkYvhBW2 #drudgeondroid
2560,Related News: How Zika Virus Can Spread -The New Yorker- https://t.co/baUWx6Xl6y
2561,Retweeted Department of Health (@officialdohgov):  DOH: “4S” KEY AGAINST ZIKA VIRUS  AND OTHER MOSQUITO-BORNE... https://t.co/N6LqYcr6yZ
2562,Retweeted BBC Business (@BBCBusiness):  Tata to change Zica car name after Zika virus spread... https://t.co/VK16d76UYy
2563,Retweeted BBC Business (@BBCBusiness):  Tata to change Zica car name after Zika virus spread... https://t.co/FXdfgSm707
2564,"Retweeted New York Times World (@nytimesworld):  Before it spread like wildfire in Brazil, the Zika virus was... https://t.co/7MAoqh0dFE"
2565,'Worried' Olympic organizers say Zika problem to decline https://t.co/yUNfAgUaN1
2566,'Worried' Olympic organizers say Zika problem to decline https://t.co/kgvbbndzBH
2567,"Retweeted APHA (@PublicHealth):  Zika declared public health emergency in wake of explosive spread, link to birth... https://t.co/n4CMV7e7Aa"
2568,'Worried' Olympic organizers say Zika problem to decline https://t.co/eRbEUht484 #RobotTweets
2569,Retweeted WebMD (@WebMD):  Tiny but Dangerous: The Mosquitoes Spreading Zika https://t.co/KlCGuhC5Qb https://t.co/ozeW7seGZm
2570,'Worried' Olympic organizers say Zika problem will decline https://t.co/zYJwgGA06Z
2571,'Worried' Olympic organizers say Zika problem to decline https://t.co/aMb2ACA7l1
2572,''Worried' Olympic organizers say Zika problem to decline' https://t.co/E7dAyEzHR0
2573,"Retweeted Biko Stephanos (@asmareeno):  Africa, Asia vulnerable to spread of Zika virus - WHO: WHO sets up a Zika... https://t.co/p0PIv1bU8N"
2574,'Worried' Olympic organizers say Zika problem will decline https://t.co/OvKP6Pwxkq
2575,'Worried' Olympic organizers say Zika problem to decline  Rio Olympics organizers said Tuesday they are concerned by the outbreak of the Zi…
2576,'Worried' #Olympic organizers say Zika problem to decline https://t.co/OSGBlD1CTN
2577,'Worried' Olympic organisers say Zika problem to decline https://t.co/xuGUkAkhIq
2578,Disinfected zones may protect athletes from Zika virus at Rio Olympics — Russian PM’s aide: So… https://t.co/sxaDhAn06R
2579,'Worried' Olympic organizers say Zika problem to decline #Health https://t.co/pVQOghwZat
2580,Disinfected zones may protect athletes from Zika virus at Rio Olympics — Russian PM’s aide https://t.co/Ua8ZtlVMpy
2581,Increased spraying as Zika virus mosquito detected at Sydney airport https://t.co/1SYalCYMZ0 via @MailOnline
2582,Disinfected zones may protect athletes from Zika vi... https://t.co/YkrZcEcfjZ #Russia | https://t.co/fwaRzsZPfa https://t.co/dXqFTpABqa
2583,Disinfected zones may protect athletes from Zika virus at Rio Olympics — Russian PM’s aide https://t.co/RzzOsZX3eT
2584,Concerned about #ZikaVirus? ExOfficio #BugsAway #travel clothing helps provide protection from bugs: https://t.co/jYeezYcjXN #TravelTuesday
2585,'Worried' Olympic organisers say Zika problem to decline https://t.co/LYm17tHuZ7 #news #Sport https://t.co/IRgy3xijO9
2586,Retweeted SGVmosquito (@SGVMosquito):  What Zika virus means to Californians &amp; the importance of mosquito... https://t.co/cvMcl64pLB
2587,"Lol at by the lake... All them mosquitoes, snakes, and Zika"
2588,"Retweeted https://t.co/jHnZgAW6Eq (@TIME):  Zika virus spreads in Texas through sex, Dallas health officials say... https://t.co/46iG3vPUPd"
2589,Reported on Monday that a case of the Zika virus in Texas was sexually transmitted rather than by mosquito bite. https://t.co/YRHAZtjqT1
2590,Confirmed: Zika Can Also Spread Via Sex https://t.co/X50rquTnY3 via @thedailybeast
2591,Dreaded #Zikavirus not found in mosquitoes in Bay Area... https://t.co/70gqCX808N
2592,Dreaded Zika virus not found in mosquitoes in Bay Area... https://t.co/FUPNgUGvWr #zikavirus
2593,Confirmed: Zika Can Also Spread Via Sex https://t.co/ZFFDuV7jlD via @thedailybeast
2594,Worried about #Zika? Here are some more worrisome reasons to stay away from #mosquitoes this year: https://t.co/rWMbE8A7SO #healthtips
2595,"Given Zika usually causes mild or no symptoms,interesting to learn how possible sexual transmission impacts spread. Viral loads vary in body"
2596,Related News: See All the Places Where the Zika Virus Has Spread -Time- https://t.co/Awf24y0Zks
2597,"Given the rapid spread of the Zika virus, countries like Brazil need to rethink their prohibitions on abortion."
2598,"Retweeted NBC Los Angeles (@NBCLA):  #Zika virus confirmed in Dallas County, spread through sexual contact:... https://t.co/DOlAxl1AGX"
2599,Related News: How Zika Virus Can Spread -The New Yorker- https://t.co/baUWx6FKf0
2600,Confirmed: Zika Can Also Spread Via Sex https://t.co/eS395L4PCZ via @thedailybeast
2601,Confirmed: Zika Can Also Spread Via Sex https://t.co/luba37Uegg
2602,Confirmed: Zika Can Also Spread Via Sex - The Daily Beast https://t.co/7VRpHzzLTY
2603,Confirmed: Zika Can Also Spread Via Sex https://t.co/jeInoctWEb
2604,"Infected Aedes mosquito carry both dengue and the Zika virus. And in Brazil, there's an epidemic of dengue fever."
2605,Confirmed: Zika Can Also Spread Via Sex https://t.co/mTnJKog92m via thedailybeast
2606,Confirmed: Zika Can Also Spread Via Sex https://t.co/nvysmpt6Y3 via thedailybeast
2607,Confirmed: Zika Can Also Spread Via Sex  #ZikaVirus  https://t.co/OhktwrxaWz
2608,Confirmed: Zika Can Also Spread Via Sex https://t.co/ybliUaqW0D via @thedailybeast
2609,Confirmed: #Zika Can Also Spread Via Sex https://t.co/eD76ifBrRn via @thedailybeast
2610,Increased spraying as #Zika virus mosquito detected at# Sydney airport https://t.co/Hs9Nq8EK7E
2611,Retweeted China Xinhua News (@XHNews):  .@UNICEF calls for immediate action to help stop the spread of #Zika... https://t.co/ghFo3rLFvj
2612,Missed it? Zika's spread spurs contradictory congressional action https://t.co/6G5acP3y2H #Catholic https://t.co/QYdHDIsg77
2613,Retweeted Wall Street Journal (@WSJ):  Mosquitoes with Zika Virus could hit U.S. soon https://t.co/WyGNfPcPFh https://t.co/UadhnDXL4B
2614,Retweeted Wall Street Journal (@WSJ):  Mosquitoes with Zika Virus could hit U.S. soon https://t.co/kDCaJ1IC7P https://t.co/2yDY2X4Gmf
2615,Retweeted AFP news agency (@AFP):  #BREAKING Zika crisis fuelled by 'massive' failures on mosquito control: WHO chief
2616,Retweeted Dr. Tom Frieden (@DrFriedenCDC):  The #Zika carrying mosquito is not waiting for the end of the fiscal... https://t.co/iLZLTOkLZ3
2617,Worried about #Zika or even #Westnile? @Leighhornbeck offers tips on how to keep #mosquitoes at bay. https://t.co/2JyId8wFDA via @timesunion
2618,Retweeted BBC Health News (@bbchealth):  'Mosquito control failure' fuelled Zika https://t.co/PEAfuZcERm https://t.co/XgLrAVxWQh
2619,Retweeted SGVmosquito (@SGVMosquito):  Zika virus is currently NOT spread in California. Via @CAPublicHealth... https://t.co/Dl0nIHnTji
2620,Retweeted SGVmosquito (@SGVMosquito):  California's fight against the Zika-carrying 'cockroach of mosquitoes’ ft.... https://t.co/4YMpcn1m3P
2621,Concerned about #Zika? Join the fight with these #franchise offerings: @mosquitojoe @NoMosquitoNC @mosquitoshield @mosquitoSQUADco #startup
2622,"Retweeted Wall Street Journal (@WSJ):  More Zika-carrying mosquitoes have been captured in Miami Beach, this time... https://t.co/QeqEvTHlx8"
2623,Retweeted Sylvia Burwell (@SecBurwell):  The most important thing you can do to protect yourself from #Zika is... https://t.co/lUgVoZWQFX
2624,Shared via NYT: News Analysis: Predict Zika's Spread? It's Hard Enough to Count the Cases
2625,"Shared via https://t.co/nVqspaz3tz: CDC: Aerial spraying, naled helped curb Zika in Miami"
2626,Retweeted Zika News (@Zika_News):  #Vietnam: Zika virus mosquitoes detected in central Vietnam - VnExpress Int...... https://t.co/wxiqVEX5EN
2627,"Retweeted CDC (@CDCgov):  T/F? Once you’ve been infected with #Zika, it’s very likely you’ll be protected from future infections."
2628,Listened to Mosquitos carrying Zika may have an Achilles heel from The Pulse @Stitcher @WHYYThePulse https://t.co/Qk9qOZRcdV
2629,"Wanted: A global health expert to take on Zika, superbugs and the hesitancy of countries to pay up https://t.co/1KWj2KaSUW"
2630,Worried about mosquitos and Zika? Don't be. Epcot has you covered! #TMOM #WonderFALLDisney #hosted https://t.co/ATnwMktFAY
2631,Integrated #mosquito control measures help prevent mosquito bites; important for preventing both #Zika and #WestNile https://t.co/JxJUSjZpri
2632,Retweeted Survivor Medicine (@SurvivorMed):  Collateral Damage How Zika Pesticide Spraying Could Eventually Kill... https://t.co/ZbbbYWlEvT
2633,"Concerned about Zika, West Nile, or just plain old mosquito bites? The Pediatric Insider has prevention tips to... https://t.co/JAOy0VARWT"
2634,Suspected Zika Cases In Miami Ups Mosquito Control Efforts https://t.co/qu4phCsGUh
2635,Suspected Zika Cases In Miami Ups Mosquito Control Efforts.. Related Articles: https://t.co/T1sObeRw2y
2636,Posted from #HealthNow - Little Threat of #Zika Spread from Rio Olympics. #Rio2016  https://t.co/3PAWQzXXLf
2637,Suspected Zika Cases In Miami Ups Mosquito Control Efforts https://t.co/qu4phCb62J
2638,Suspected Zika Cases In Miami Ups Mosquito Control Efforts.. Related Articles: https://t.co/T6pSKxguYI
2639,Worried about #Zika? Check out everything you need to know about #mosquitoes https://t.co/1z2jelDRDE https://t.co/Q2IVIZEX6N
2640,Worried about the spread of #Zika? Here's what you need to know! https://t.co/6OlOQxl1xF https://t.co/UX1f19DSFU
2641,Stayed in Socorro to play intramural flag football and got bit by a bunch of mosquitoes #Zika
2642,"Retweeted FairfaxCounty Health (@fairfaxhealth):  Mosquito bites are the main way people get #Zika, but it also... https://t.co/phwaJPkhmY"
2643,"Preferred options to watching the GOP convention: food poisoning,a million zika mosquitos in the house, trapped in an elevator w/ Rachel Ray"
2644,"Retweeted Lisa Daftari (@LisaDaftari):  Zika is found in common Culex mosquitos, signaling a potentially larger... https://t.co/NS1P1fDTLf"
2645,Retweeted CNN Breaking News (@cnnbrk):  Zika found in common house mosquitoes in Brazil. https://t.co/0vIwGMEhYc https://t.co/krKbXcoqqI
2646,Retweeted Daily Mail US (@DailyMail):  REVEALED: Florida Zika case DID come from local mosquito... https://t.co/WkGTgZktyv
2647,Retweeted ABC News (@ABC):  Florida health officials looking into second Zika case that may have been spread... https://t.co/ddLTcOJpGM
2648,Retweeted Scientific American (@sciam):  Brazil researchers have found Zika traces in a different mosquito... https://t.co/g33DYkjTEz
2649,"Worried about Zika, West Nile? Expert advice to prevent mosquito bites https://t.co/N0Vo12FdUj"
2650,Projected spread of Zika virus in the Americas [Revised] https://t.co/0S2QYjrbqy
2651,"Retweeted Zika News (@Zika_News):  #Zika: Zika virus likely to spread across Asia, says WHO - BBC News #Asia... https://t.co/mh2yN0CLPW"
2652,Retweeted Ana Navarro (@ananavarro):  Happy to see @SpeakerRyan treat Trump like a Zika mosquito--- avoid contact... https://t.co/3ayccghjJn
2653,made an old family recipe- baked Zika https://t.co/rf0cUo1ADb
2654,Retweeted CTV Winnipeg (@ctvwinnipeg):  Mosquito known to carry Zika found in Windsor: According to the Windsor... https://t.co/DAhJN5VPBr
2655,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/QfzYmCP3Rm"
2656,"Retweeted GlobalPost (@GlobalPost):  While the world focuses on the Zika outbreak in Brazil, the spread of the... https://t.co/ZOfmoLWr6h"
2657,Retweeted Biko Stephanos (@asmareeno):  First Zika-linked deaths reported in Colombia: The mosquito-borne Zika... https://t.co/hZZCjbpvwi
2658,Trapped in a van in Puerto Rico with &gt;6 mosquitoes. The #Zika is strong with this one.
2659,Retweeted Wall Street Journal (@WSJ):  CDC suggests protected sex in new Zika virus guidelines... https://t.co/TsftTcqqvw
2660,"Retweeted USA TODAY (@USATODAY):  Avoiding mosquitoes could mean avoiding Zika, so check for standing water... https://t.co/nEKgxECkru"
