,tweets_VBN
4936,"Let's sound like CNN: 'In the war against Zika mosquitos, weaponize yourselves; Zika is coming!… https://t.co/CGdATrsl63"
4937,Let's hope what happened with killer bees doesn't happen with mosquitoes... https://t.co/hbbQbfm6s2
4938,Curious/scared re: downstream effects. . .   Via @NPR: Zika-Fighting GMO Mosquito Gets FDA Approval For Testing https://t.co/CP749qU29n
4939,Blacked Out by U.S. State Media-  Puerto Ricans PROTEST Zika Pesticide Spraying https://t.co/bfQ8mjO7gw Rejecting U.S. media hysteria @CNN
4940,follow  frederick_x5 GMO mosquito made to fight Zika: It's another win for the GMO mosquito.        follow  frederick_x5
4941,Wonder if anyone has been bitten by a mosquito in Rio and freaked out... #Zika
4942,Protect yourself from #Zika and #WestNile and other mosquito-borne illnesses. #BeMosquitoFree and #fightthebite https://t.co/H07WcaTc3c
4943,Worried about #mosquitoes and #Zika? Learn how to protect yourself: https://t.co/innd4IdG5t
4944,Get the facts on what employers should do to protect RNs from #Zika: https://t.co/0fJzzjYuYB https://t.co/7fTDiANl1c
4945,@LeBatardShow  Any zika mosquito that gets near Draymond is getting kicked in the plums
4946,"@PGATOUR @ritamcvay @realDonaldTrump don't forget Zika repellant, firearm, and lots of cash. U may have to buy your way out"
4947,@TheOrangeCone Am I safe to camp @LucasOilRaceway this year? The mosquitos were thick last year without the threat of Zika.
4948,Want to stop mosquitoes biting? Ditch the gimmicks and stick to the sprays https://t.co/itSiGobw9q #ZikaVirus #Publichealth #HealthTips
4949,do New York mosquitos have Zika or just the usual west Nile/equine encephalitis ?
4950,"Retweeted LA Public Health (@lapublichealth):  It is getting warmer, protect against mosquito bites #zika... https://t.co/ykQyzIVJ9p"
4951,Send all staff to Olympics where zika virus is See how you like being a target like Trump .but of a mosquito Kharma  https://t.co/c6aU3YwX9v
4952,Be safe this summer! Use sunscreen &amp; bug repellent outdoors. Even when overcast UV rays are harmful. Zika virus in Florida too. #SafeSummer
4953,Get your skin so soft now to combat those pesky mosquitos #ZikaVirus  https://t.co/0vI6a2LDLd
4954,"@RichieAllenShow Th zika mosquito IS a #GMO. That said, WHY was it created w/ intent 2 proliferate, what is REAL goal?@Transiently @YouTube"
4955,"@SMShow  human Zika mosquito on line...ooh, he's bitey today"
4956,"Watch this CDC video to know how to protect yourself, your family, &amp; your community from #Zika. https://t.co/hLXhaAQi0I"
4957,Find out how giving mosquitoes STDs can help stop the Zika virus #ZikaVirus #Zika https://t.co/SRurKY6UG2
4958,wish a mosquito would bite me &amp; give me Zika
4959,Check out the @ewg Guide to Bug Repellents in the Age of Zika &gt; https://t.co/YHYGO6dAGd #FightTheBite https://t.co/C3sS0PRNUB
4960,Protect yourself from the #ZikaVirus while vacationing this summer - https://t.co/TxSS6EyAeT https://t.co/1Op73e5RdI
4961,Protect your fortress from the #Zika virus! @acsifferlin @TIME has tips on how to mosquito-proof your home. https://t.co/MWkUnLy9nx
4962,Find out everything you need to know about the #Zika virus here: https://t.co/e6jbq8qY7m #Mosquitoes https://t.co/mCQYdegEkq
4963,Protect yourself from #Zika https://t.co/HW8V5XCoBO
4964,"Worried about Zika?...stale beer, ept. salt &amp; blue listerine...mix together, put on rags, hang around outside of  house...no mosquitoes"
4965,Worried about Zika? Here's what ACOG has to say about protecting yourself and your baby. https://t.co/2VssHoicFU
4966,Worried About Zika? These 12 Plants Naturally Repel Mosquitos https://t.co/vZA4Fy3ovy #Celebrity https://t.co/Oa5iQqcwxm
4967,Worried About Zika? These 12 Plants Naturally Repel Mosquitos  If you're the type of person who can't stand outside… https://t.co/wWd2topmEs
4968,Worried About Zika? These 12 Plants Naturally Repel Mosquitos https://t.co/Y7OxptSE9z
4969,Worried About Zika? These 12 Plants Naturally Repel Mosquitos follow our page on facebook to view daily awesome new… https://t.co/73a5vQxj9T
4970,Put the Bat House up!  Come on Zika Mosquitos come get some!!!!
4971,Worried About Zika? These 12 Plants Naturally Repel Mosquitos https://t.co/spRSCGvxz8
4972,Worried About Zika? These 12 Plants Naturally Repel Mosquitos https://t.co/Kypn94kQr1
4973,Worried About Zika? These 12 Plants Naturally Repel Mosquitos https://t.co/104mAtAEk1
4974,"Look out, mosquitoes, here we come! Rentokil North America Announces Multi-Year Contract W CDC to Combat Zika Virus https://t.co/yagMC42tzl"
4975,"[The Age World] Bill Gates wants modified mosquitos to fight malaria, zika, dengue: Infected mosquitoes that ... https://t.co/yfyTh6xgrM"
4976,See latest advice for info on Zika virus in #Indonesia; avoid being bitten by mosquitos https://t.co/egmSoO8VfC
4977,Send the zika mosquito to syria https://t.co/trpqX5IVw3
4978,"Protect yourself: Mosquitos Expected to Begin Infecting Americans with #Zika Virus ....,' Say Experts https://t.co/MfJ8QvRvbt via @people"
4979,Keep mosquitoes out of septic tanks.  Mosquitoes can get inside broken or unsealed septic tanks and lay eggs. https://t.co/nzf450zsBu #Zika
4980,Protect yourself from mosquito bites &amp; reduce the mosquitoes in #DC #Zika #DCFightsTheBite #DCMosquitoControl @DOHDC https://t.co/g5n6rpJhUu
4981,Reduce your risk of becoming infected with mosquito-borne viruses such as West Nile and Zika. https://t.co/0Xl5q6zEtz
4982,Learn how to protect yourselves from mosquito bites here: https://t.co/yxR7rxyiho #Zika https://t.co/Qg0LVpnZgl
4983,Protect yourself from mosquito bites &amp; help reduce the mosquito population in #DC https://t.co/9BF9iCWw6d #Zika https://t.co/wY1ZmsbxjA
4984,Protect yourself from mosquito bites &amp; help reduce the mosquito population in #DC https://t.co/LDLM3edUds #Zika https://t.co/afMYsUNje1
4985,"See Russia is fully protected now: Zika Could Infect 'Thousands' of Pregnant Women in Puerto Rico, CDC Warns  https://t.co/HlvO5amKnN"
4986,Remove standing water to reduce mosquito breeding around the home. #Zika #DCFightsTheBite #DCMosquitoControl https://t.co/cw05ehCgKl
4987,"Check out 'Zika in the News: Damage 'Worse Than Predicted,' Common US Mosquito Capable of Transmission' here: https://t.co/KEapsNqw3N"
4988,Learn about the #Zika virus and preventing mosquito bites at our June 28 community chat. https://t.co/Fk6qXv1yCE https://t.co/PF2XJCoFqF
4989,"blistered sunburns, mosquito bites (I probably have Zika), the air outside feels as wet as the ocean itself.... and I have no complaints. ❤️"
4990,"Protect your families, stay away #Rio2016 #RioOlympics #Olympics! Don't believe lies that govt can control #zika. https://t.co/fG2U5oszK6"
4991,Take This Vitamin to Repel Mosquitoes All Summer Long https://t.co/frBejqrua3 #zika
4992,Check this out @2kewlabs @Dragonsnestling @BrashleyDebbie @akazeeox TVs that repel Mosquitoes!! #ZikaVirus https://t.co/rYnPh8dhFb
4993,Increased risk of Zika-carrying mosquitoes! Beware of the pesticide applications that will ensue. #SavetheBees https://t.co/Iaj8wMLOJ7
4994,Take steps to avoid mosquito bites if you must travel to a #Zika-affected area https://t.co/5zTDwMQHtf https://t.co/LY48UKnSS6
4995,@Taftone @ cohenjm Tragedy underpinning Zika epidemic is mosquito vector was nearly eliminated in the 1940s-60s. https://t.co/jV4VVjaboc
4996,Protect yourself from the ZIKA VIRUS-get our BUG GUARD Products https://t.co/ojTZF8RsjF https://t.co/zq1JlPBjxT
4997,"Look...New Trap Proves Effective Against the Mosquito that Transmits Zika, Dengue, and Chik https://t.co/qRIQYh7HV4 via @EntsocAmerica"
4998,Concerned about the #Zika virus for you or someone you love? Learn how you can protect against it: https://t.co/R7GdEsCQD9
4999,Retweeted Pest Control (@Rentokil):  Using insect repellent can help prevent the #zika virus. More #prevention... https://t.co/nBLGg92SNN
5000,Protect yourself and your family from mosquito-borne diseases like #Zika. Dump standing water left by recent storms: https://t.co/h7oLs5rR1D
5001,Worried About Zika? These 12 Plants Naturally Repel Mosquitos https://t.co/kwpt7j4m1M
5002,Worried About Zika? These 12 Plants Naturally Repel Mosquitos https://t.co/zx8Hxo9nl0
5003,"Come the summer, I'll be moving to Tornoto so I can avoid mosquitoes and the ZIKA Virus... as if! 😳"
5004,Read an article about Zika and now I'm thoroughly afraid of mosquitoes 😳😳
5005,"Be very careful, Framily!  The Zika virus is serious.  Protect yourselves and your unborn children.  Cylenthia... https://t.co/VoDXKDCCbv"
5006,Worried About Zika? These 12 Plants Naturally Repel Mosquitos https://t.co/tTCLDiN7FC https://t.co/EFQ6AN1rA7
5007,Check out the map of where #Zika is already. Zika mosquitoes are in 30 U.S. states https://t.co/RjWBEeIYex https://t.co/3Qv6muUnWL
5008,Please can we have measures put in-place to protect our citizens/ nation from the disturbing  #ZikaVirus. @263Chat #justincase
5009,Love this use for old #tires Canadian researcher’s mosquito trap offers hope in fight against Zika spread https://t.co/zcqMEDCloF
5010,Worried About Zika? These 12 Plants Naturally Repel Mosquitos#ZikaVirus #zika https://t.co/ax6A7Xgjan https://t.co/zEaKLKiB1H
5011,Learn about two known carriers of Zika virus - Yellow fever and Asian tiger mosquitoes. #PublicEducation #ZikaVirus https://t.co/0WpifWirlB
5012,@RightBrandOne @instapundit @hughhewitt Zika is contained. Mosquitophobia is what we have to stop!
5013,Grab the bug spray! Here's where all the Zika-carrying mosquitoes live https://t.co/KPgqFqU8Ji https://t.co/9tCP45i0SH
5014,"“It’s not #GMOs , It’s not #Roundup ! It’s the #ZikaVirus mosquito, I tell you!” #Monsanto  https://t.co/vvI2nzREaH https://t.co/VGE8iz6BEc"
5015,Excited to hear from @RepEliotEngel on Zika virus and the reproductive health and rights of women in affected countries @TheWilsonCenter
5016,"Be careful while travelling! More cases of the #Zika virus are appearing in Illinois, a disease spread by mosquitos. https://t.co/9Z9UYsvJev"
5017,Read this article for tips on how to protect yourself and your family against mosquito borne Zika Virus https://t.co/OxU6mqbF70
5018,Read the Stuttgart Office of Mosquito Control's tips on controlling Zika virus-spreading mosquitoes: https://t.co/jrmpb1t1cF
5019,Protect your family from #zika and spray your property.  Do we even know the impact it will have on our pets?
5020,Take steps to avoid mosquito bites if you must travel to a #Zika-affected area https://t.co/5zTDwMQHtf https://t.co/PX7qo9o3p8
5021,Protect the vulnerable from Zika.  https://t.co/7wi19owShB
5022,"Want to stop a crop of kids with small heads?  Too late:  Amid Concerns, Spraying Delayed In Miami Zika Fight https://t.co/FDTGl6bxSz"
5023,Protect yourself with insect repellent #Zika https://t.co/rXVgAoqIx7
5024,Watched Hallowishes with the sliding door open. What is my risk of Zika? There was no bug spray left in my room. &amp; I just saw a mosquito. 😱
5025,Check out the Latest from The Mosquito Defense Store New Zika Case In Florida - https://t.co/Uq442hOQyl
5026,Join the fight #RID #RIDSOLUTIONS #MOSQUITO #ZIKA #ZIKAVIRUS https://t.co/AjrikfY8tr
5027,@TODAYshow Zika is being driven by media hype and fear. The chemical spray is far more dangerous!
5028,Retweeted Before It's News (@beforeitsnews):  Millions of Bees Dead After Officials Spray for Zika-Mosquitoes... https://t.co/E8LIzw4OLF
5029,"@TODAYshow Hey, I have an idea, let's spray pesticides that kill bees. Maybe then we stop zika, but kill everyone on the planet consequently"
5030,Wish this was satire - it's not. Educated #voting matters. Case in point: racist flag protection &gt; #Zika prevention https://t.co/YPWzaqCxRL
5031,Call @MayorGimenez at 305-375-5071 and tell him #dontspraymebro #zika #ZikaVirus #miami #miamibeach cc: @MiamiDadeCounty
5032,See they want y'all to believe #Zika virus coming from mosquitos.. In reality Atown spreadin that shit around 😫😷
5033,Find out about #Zika spraying in #MiamiBeach NOW @WIOD https://t.co/hCmK7oCJir Thoughts? Call us! 866.610.6397 #FreeForAllPhonesFriday
5034,Concerned about Zika? Preventing mosquito bites can slow spread &amp; aerial spraying is key part of mosquito control. https://t.co/biBxbVGgDf
5035,Check out HSHS St. John's event this Tuesday. Zika: Fight the Bite will focus on the best ways to protect you and... https://t.co/NhCEc4n5eV
5036,Disappointed . what about the #bees?! Zika aerial spraying in Miami completed despite health concerns @CNN https://t.co/jI9ocGE4G0
5037,Put #zika funding in place! I totally understand why #Floridians oppose consequences of #naled insecticide spraying  https://t.co/fAtUUSW7j8
5038,Keep in mind ALL #essentialoils can build up as toxic in ur #Liver #doterra #youngliving #bugs #bugspray #zika https://t.co/mfA3qb2Clw
5039,tried to do homework at the duck pond but i ended up getting attacked by mosquitoes and now i probably have the ZIKA
5040,Be a #Zika #mosquito #citizenscientist  #Brisbane #Qld!  Via @qldhealthnews  https://t.co/xvm3Z6EhNw https://t.co/DwxD29yUxH
5041,Be a #ZikaVirus #citizenscientist!  Live in SE #Qld? @qldhealthnews wants you to help find #mosquitos #eggs  https://t.co/xvm3Z6EhNw
5042,Read full article here: https://t.co/tkOFxNzsrD Zika spraying goes ahead in Miami despite protests over... https://t.co/nocGxWOdC3
5043,Put pressure on #Congress to fund #Zika_solutions. We must protect #babies &amp; #families. #GOP #PaulRyan is doing zip! https://t.co/E2tL09Q0K2
5044,Reduce your #Zika risk: wear insect repellent &amp; cover exposed skin. https://t.co/jpWn2YFsXY
5045,Biased stats. Wanna see how much of the Earth's wilderness Wild Boars and Zika Mosquitos have destroyed in 20 yrs.  https://t.co/SskEnnahDS
5046,"LLAMADO A POBLADORES DE ZONAS EN DONDE SE REPRODUCE EL MOSQUITO PORTADOR DEL DENGUE, CHIKUNGUNYA Y ZIKA https://t.co/TQnoYJ1SXL"
5047,Retweeted WIRED Science (@WIREDScience):  The first case of a mosquito giving Zika to someone in the US was... https://t.co/fjhyzIT2B4
5048,"Welcome to Zika watch 2016. I am 90% sure I will get it, as I was eaten alive by mosquitos in Guatemala."
5049,"Worried about Zika, West Nile? Expert advice to prevent mosquito bites https://t.co/N0Vo12FdUj"
5050,Suspected Zika Cases In Miami Ups Mosquito Control Efforts https://t.co/KjB47RswMB https://t.co/ADJXvIA0XI
5051,Suspected Zika Cases In Miami Ups Mosquito Control Efforts: Following the announcements of sus... https://t.co/3NZp1OKZJJ #tech #gadgets
5052,Suspected Zika Cases In Miami Ups Mosquito Control Efforts: Following the announcements of suspected Zika inf... https://t.co/YurCT1TekC
5053,‘A type of Culex mosquito can also transmit Zika’ https://t.co/8zRCA4sGEV
5054,Suspected Zika Cases In Miami Ups Mosquito Control Efforts #PCOS https://t.co/0yAbglSY9z
5055,Learn how to protect your children from from #Zika while they are at camp: https://t.co/LP5oDzSBAX
5056,‘A type of Culex mosquito can also transmit Zika’: Spread of the virus was only known through the Aedes aegyp... https://t.co/STPWBTuY4Q
5057,‘A type of Culex mosquito can also transmit Zika’ https://t.co/zJB1RPy84C
5058,Suspected Zika Cases In Miami Ups Mosquito Control Efforts https://t.co/99ZSt6wEAv #Medical
5059,‘A type of Culex mosquito can also transmit Zika’ https://t.co/APsGNBp19Q https://t.co/OY6SBGVGuI
5060,Protect yourself from #Zika with these #health tips from Dr. Brian Koll (see pg22): https://t.co/YNPBd42ju2 @metronewyork
5061,Covered head to toe in deep wood bug spray. No zika for me. At least I hope not
5062,"Managed to ignore the outdoors at night for most of the summer, 11-15 mosquito bites on each foot later may or may not have contracted Zika."
